,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
17240,,Sri Lanka,,,,,
17241,,Thailand,,,,,
17242,,Turkey,,,,,
17243,,U.S.America,,,,,
17244,,Viet Nam,,,,,
17245,52052200.0,S/C YARN LF.DX.232.56-714.29,KG,2230679,688083,24503812,7629987
17246,,Australia,,,,67992,20584
17247,,Bahrain,,,,91852,32678
17248,,Bangladesh,,145322,40218,662011,196834
17249,,Belgium,,1323,645,179267,63960
17250,,Brazil,,,,90326,41098
17251,,Cambodia Fr.Kampuche,,,,3680,1442
17252,,Canada,,,,16557,5694
17253,,China,,947365,292736,11464160,3509451
17254,,Czech Republic,,,,4068,2259
17255,,Djibouti,,,,19051,5472
17256,,Egypt(U.A.R.),,,,200501,61018
17257,,Germany,,44472,15982,233385,83395
17258,,Greece,,,,,
17259,,Honduras,,,,,
17260,,Hong Kong S.A.Re.Chi,,179890,45867,3219849,859980
17261,,Hungary,,,,13883,6927
17262,,Indonesia,,,,120933,61857
17263,,Italy,,99740,33516,590324,202045
17264,,Japan,,11906,3381,193554,62051
17265,,"Korea, Republic of",,21805,5756,404557,129101
17266,,Lebanon,,,,10695,5745
17267,,Madagascar,,,,2200,1039
17268,,Malaysia,,,,103810,34317
17269,,Mauritius,,57153,19076,452799,159869
17270,,Mexico,,,,,
17271,,Morocco,,1900,682,3448,1450
17272,,Netherlands,,,,90635,25081
17273,,O.Asia(Tai.For.Pe.Ki,,43092,11348,334980,94537
17274,,Peru,,,,34507,14441
17275,,Philippines,,43092,11939,46630,13009
17276,,Poland,,,,38143,17589
17277,,Portugal,,265509,83084,1089885,359605
17278,,Romania,,,,,
17279,,Russian Federation,,,,,
17280,,Serbia,,,,,
17281,,Slovenia,,49083,16405,803136,260304
17282,,South Africa,,,,8618,3883
17283,,Spain,,73625,27518,463694,194936
17284,,Sri Lanka,,,,73578,35626
17285,,Switzerland,,,,,
17286,,Thailand,,,,39916,10210
17287,,Tunisia,,,,,
17288,,Turkey,,131678,45754,1701352,570369
17289,,U.S.America,,,,100975,35709
17290,,Ukraine,,,,,
17291,,United Arab Emirates,,,,11474,5818
17292,,United Kingdom,,778,262,28785,10270
17293,,Viet Nam,,112946,33916,1488602,430337
17294,52052300.0,S/C.YARN LF.DX.192.31-232.56,KG,390579,125881,6259670,2211263
17295,,Australia,,,,1338,509
17296,,Bangladesh,,24792,8089,613340,263497
17297,,Belgium,,,,37236,16243
17298,,Bulgaria,,,,,
17299,,Canada,,,,6305,2332
17300,,China,,10750,3152,1659762,534716
17301,,Egypt(U.A.R.),,,,,
17302,,France,,,,13676,9245
17303,,Germany,,,,17280,11892
17304,,Guatemala,,,,17095,6044
17305,,Honduras,,,,,
17306,,Hong Kong S.A.Re.Chi,,62142,16803,980205,286456
17307,,Indonesia,,726,226,13744,6617
17308,,Italy,,800,293,291204,112763
17309,,Japan,,,,93113,39702
17310,,"Korea, Republic of",,,,1595913,576124
17311,,Malaysia,,,,57190,21191
17312,,Mauritius,,,,6520,2832
17313,,Morocco,,,,24238,8450
17314,,Netherlands,,,,,
17315,,New Zealand,,,,,
17316,,Paraguay,,,,23392,7291
17317,,Philippines,,,,,
17318,,Poland,,,,1860,632
17319,,Portugal,,135365,43311,427061,150056
17320,,Serbia,,,,,
17321,,Slovenia,,4464,1575,35107,13048
17322,,South Africa,,,,,
17323,,Spain,,,,9907,5363
17324,,Sri Lanka,,,,8252,2876
17325,,Tunisia,,46758,20829,169264,80706
17326,,U.S.America,,,,17951,8564
17327,,United Arab Emirates,,104782,31604,104782,31604
17328,,Viet Nam,,,,7354,3969
17329,52052400.0,S/C YARN COM.FIB.125-192.31-DX,KG,42592,18727,2188647,858079
17330,,Bahrain,,,,,
17331,,Bangladesh,,,,103276,42633
17332,,Belgium,,,,170532,76106
17333,,Canada,,20866,8580,39015,15978
17334,,China,,8000,3918,811637,277931
17335,,Colombia,,,,,
17336,,Czech Republic,,,,16396,6211
17337,,Egypt(U.A.R.),,,,32789,19221
17338,,France,,,,420,401
17339,,Germany,,,,7916,4321
17340,,Honduras,,,,,
17341,,Hong Kong S.A.Re.Chi,,13000,5979,325450,103865
17342,,Indonesia,,726,251,17056,8167
17343,,Italy,,,,70118,26957
17344,,Japan,,,,19912,8540
17345,,"Korea, Republic of",,,,7484,2916
17346,,Malaysia,,,,7620,4687
17347,,Mauritius,,,,2500,1145
17348,,Mexico,,,,190,169
17349,,Morocco,,,,414573,188246
17350,,Paraguay,,,,96,63
17351,,Portugal,,,,16767,6044
17352,,Slovenia,,,,38276,12923
17353,,Sri Lanka,,,,,
17354,,Tunisia,,,,71849,45794
17355,,Turkey,,,,,
17356,,U.S.America,,,,13336,4745
17357,,Ukraine,,,,1439,1018
17358,52052600.0,S/C YARN LF. DX. 106.30-125.,KG,16330,9949,140407,86933
17359,,Bahrain,,,,,
17360,,Bangladesh,,,,,
17361,,Germany,,,,,
17362,,Italy,,,,,
17363,,Japan,,16330,9949,128906,79551
17364,,Malaysia,,,,,
17365,,Mauritius,,,,10370,6739
17366,,Morocco,,,,,
17367,,Poland,,,,510,332
17368,,Portugal,,,,621,312
17369,,Sri Lanka,,,,,
17370,52052700.0,S/C YARN COM.FIB.106-36-125-DX,KG,8165,6131,136969,87518
17371,,Bangladesh,,,,,
17372,,Japan,,8165,6131,127134,80708
17373,,Mauritius,,,,4260,3047
17374,,Poland,,,,,
17375,,Portugal,,,,5575,3763
17376,,Bahrain,,,,,
17377,,Japan,,8165,7153,73990,64125
17378,,Malaysia,,,,,
17379,,Morocco,,,,,
17380,,Portugal,,,,22495,20343
17381,52053100.0,MUL/CAB.C/Y.ULF.>714.29DECITEX,KG,76769,25786,3983367,1206977
17382,,Australia,,,,1594,399
17383,,Bangladesh,,,,,
17384,,Canada,,,,7042,2281
17385,,China,,,,2097005,613130
17386,,Egypt(U.A.R.),,18256,10274,94665,44682
17387,,El Salvador,,,,52164,14028
17388,,Germany,,,,48341,17637
17389,,Guatemala,,,,256291,78948
17390,,Honduras,,,,120657,39165
17391,,Hong Kong S.A.Re.Chi,,,,162389,45209
17392,,Italy,,,,19414,6979
17393,,Japan,,37648,10534,311124,91641
17394,,"Korea, Republic of",,20865,4978,495193,151335
17395,,Malaysia,,,,,
17396,,Mauritius,,,,,
17397,,O.Asia(Tai.For.Pe.Ki,,,,34474,8001
17398,,Portugal,,,,,
17399,,Saudi Arabia,,,,,
17400,,Slovenia,,,,,
17401,,Spain,,,,20206,11409
17402,,Sri Lanka,,,,,
17403,,Turkey,,,,,
17404,,U.S.America,,,,25221,6902
17405,,United Arab Emirates,,,,,
17406,,United Kingdom,,,,,
17407,,Viet Nam,,,,237587,75229
17408,52053200.0,MUL/CAB C/Y ULF.232.56-714.29D,KG,2831161,736874,49838525,13495961
17409,,Argentina,,,,,
17410,,Australia,,1502,494,7393,2327
17411,,Bahrain,,,,2116,694
17412,,Bangladesh,,716831,181696,7412062,1915352
17413,,Belgium,,25100,6920,464282,122559
17414,,Brazil,,,,6871,3840
17415,,Bulgaria,,,,,
17416,,Cambodia Fr.Kampuche,,,,113,64
17417,,Canada,,,,19051,4591
17418,,China,,317115,79336,15884579,4228825
17419,,Colombia,,,,40500,10570
17420,,Cuba,,,,102876,30072
17421,,Czech Republic,,,,,
17422,,Denmark,,,,,
17423,,Djibouti,,,,89228,21454
17424,,Egypt(U.A.R.),,,,1201660,346239
17425,,France,,,,42448,11834
17426,,Germany,,18812,4667,680691,199425
17427,,Greece,,,,5897,1738
17428,,Honduras,,,,,
17429,,Hong Kong S.A.Re.Chi,,61236,15825,4513291,1187676
17430,,Indonesia,,,,322419,96361
17431,,Italy,,16700,5215,538376,159373
17432,,Japan,,36373,9366,2200973,551680
17433,,"Korea, Republic of",,35381,9260,1081429,311235
17434,,Malaysia,,10886,3012,203842,53102
17435,,Mauritius,,,,318,119
17436,,Morocco,,,,,
17437,,Netherlands,,30208,8063,417901,109641
17438,,New Zealand,,,,17966,5624
17439,,O.Asia(Tai.For.Pe.Ki,,20412,5237,60329,14951
17440,,Peru,,,,8320,2476
17441,,Philippines,,,,79458,24795
17442,,Poland,,,,274513,68490
17443,,Portugal,,325248,85772,4183139,1192674
17444,,Russian Federation,,,,795,296
17445,,Saudi Arabia,,,,,
17446,,Senegal,,,,,
17447,,Singapore,,,,,
17448,,Slovenia,,,,,
17449,,South Africa,,,,7439,2493
17450,,Spain,,,,249936,94576
17451,,Sri Lanka,,,,24544,5552
17452,,Sweden,,,,2778,740
17453,,Thailand,,,,70526,18649
17454,,Turkey,,970847,254581,7507655,2066633
17455,,U.S.America,,201946,56317,1701647,505117
17456,,United Arab Emirates,,4689,1116,6277,1542
17457,,United Kingdom,,,,241442,76726
17458,,Viet Nam,,37875,9997,143264,39814
17459,,Zimbabwe,,,,2944,1011
17460,52053300.0,MUL/CAB.C/Y ULF.192.31-232.56D,KG,224646,67042,727697,242291
17461,,Bahrain,,,,,
17462,,Bangladesh,,,,1467,591
17463,,Belgium,,,,38835,13061
17464,,China,,17101,5652,87087,29209
17465,,Egypt(U.A.R.),,106597,29965,106597,29965
17466,,Germany,,4560,1452,52710,18775
17467,,Hong Kong S.A.Re.Chi,,,,,
17468,,Italy,,,,1200,401
17469,,Japan,,18824,5659,102403,32748
17470,,"Korea, Republic of",,59420,18157,184610,59962
17471,,Malaysia,,,,60760,24609
17472,,Mauritius,,,,,
17473,,Portugal,,,,14525,5547
17474,,Spain,,,,,
17475,,Sri Lanka,,,,,
17476,,Tunisia,,18144,6156,18144,6156
17477,,Turkey,,,,,
17478,,U.S.America,,,,2381,879
17479,,Viet Nam,,,,56978,20387
17480,,Bangladesh,,58767,24198,395747,166794
17481,,Belgium,,,,7756,2969
17482,,China,,,,154994,50178
17483,,Germany,,,,31558,10997
17484,,Hong Kong S.A.Re.Chi,,,,310490,105308
17485,,Italy,,,,27694,11812
17486,,Mauritius,,,,,
17487,,Morocco,,,,17520,7795
17488,,Slovenia,,,,,
17489,,Sri Lanka,,35380,9083,52846,13365
17490,,U.S.America,,,,61476,29576
17491,,Viet Nam,,,,2994,981
17492,52053500.0,MUL/CAB.C/Y UN.COM.FIB<125.DX.,KG,,,,
17493,,Bangladesh,,,,,
17494,52054100.0,MUL/CAB.C/Y COM.FIB>714.29DX,KG,30772,14070,256034,101034
17495,,Belgium,,,,51112,20732
17496,,China,,,,44850,15081
17497,,Hong Kong S.A.Re.Chi,,,,88966,31254
17498,,Portugal,,18672,8716,46607,19643
17499,,Slovenia,,12100,5353,24499,14325
17500,,U.S.America,,,,,
17501,52054200.0,MUL/CAB.C/Y CF.232.56-714.29DX,KG,522792,159435,8103489,2671832
17502,,Australia,,,,7960,3834
17503,,Bangladesh,,,,508264,178007
17504,,Belgium,,7939,4932,215754,94678
17505,,Brazil,,,,35336,15493
17506,,Cambodia Fr.Kampuche,,,,10841,6070
17507,,China,,346318,95605,2984012,885121
17508,,Colombia,,,,20250,5282
17509,,Czech Republic,,,,400,125
17510,,Denmark,,,,1394,496
17511,,Egypt(U.A.R.),,,,136853,49888
17512,,Germany,,200,93,249146,105537
17513,,Honduras,,,,95164,33177
17514,,Hong Kong S.A.Re.Chi,,20900,5376,756649,216175
17515,,Indonesia,,,,41221,12716
17516,,Italy,,,,320812,108567
17517,,Japan,,,,66362,22724
17518,,"Korea, Republic of",,,,7484,2919
17519,,Madagascar,,,,5797,1721
17520,,Malaysia,,,,15143,4630
17521,,Mauritius,,,,,
17522,,Mexico,,,,,
17523,,Netherlands,,,,2435,831
17524,,New Zealand,,,,4745,1318
17525,,O.Asia(Tai.For.Pe.Ki,,,,76087,23700
17526,,Poland,,,,130818,36510
17527,,Portugal,,18936,5848,362082,133971
17528,,Slovenia,,,,37884,12403
17529,,Spain,,,,37223,16347
17530,,Sri Lanka,,,,7530,2195
17531,,Turkey,,61000,24200,414157,127444
17532,,U.S.America,,60501,20867,1474884,539499
17533,,Ukraine,,,,1857,1082
17534,,United Kingdom,,6998,2515,40594,16850
17535,,Viet Nam,,,,34051,12342
17536,52054300.0,MUL/CAB.C/Y CF.129.31-232.56DX,KG,24489,12299,593284,313069
17537,,Australia,,,,783,463
17538,,Bahrain,,,,,
17539,,Bangladesh,,,,62969,31097
17540,,Belgium,,8529,3992,156903,87310
17541,,China,,,,,
17542,,Germany,,,,8978,5301
17543,,Hong Kong S.A.Re.Chi,,,,52080,30375
17544,,Italy,,15960,8306,144712,68068
17545,,Japan,,,,13281,7045
17546,,Madagascar,,,,,
17547,,Netherlands,,,,3881,1642
17548,,O.Asia(Tai.For.Pe.Ki,,,,31485,18635
17549,,Poland,,,,,
17550,,Portugal,,,,8750,5208
17551,,Slovenia,,,,2100,1272
17552,,Spain,,,,2522,1375
17553,,Sri Lanka,,,,,
17554,,Turkey,,,,84455,43692
17555,,U.S.America,,,,16510,9909
17556,,United Kingdom,,,,3875,1678
17557,52054400.0,MUL/CAB.C/Y C.FIB-125-192.31DX,KG,28540,11994,530581,232503
17558,,Bangladesh,,,,123419,60863
17559,,Belgium,,220,115,18865,11603
17560,,Bulgaria,,,,,
17561,,Cambodia Fr.Kampuche,,,,2676,1676
17562,,China,,,,125067,45155
17563,,France,,,,,
17564,,Germany,,960,396,960,396
17565,,Greece,,5400,2198,21585,8024
17566,,Hong Kong S.A.Re.Chi,,,,10890,4902
17567,,Italy,,,,37882,16089
17568,,Japan,,7484,2824,14968,5628
17569,,Mauritius,,,,,
17570,,Netherlands,,,,2738,1411
17571,,Portugal,,,,22575,8128
17572,,Slovenia,,,,39962,18127
17573,,Spain,,,,,
17574,,Sri Lanka,,6992,3089,66521,31491
17575,,U.S.America,,7484,3373,14968,6711
17576,,Ukraine,,,,25244,11315
17577,,United Arab Emirates,,,,160,99
17578,,United Kingdom,,,,1850,694
17579,,Viet Nam,,,,251,192
17580,52054600.0,MUL/CAB C/Y C.FIB.106.35-125D,KG,13006,7662,65673,40315
17581,,Azerbaijan,,,,,
17582,,Belgium,,,,4000,2305
17583,,Cambodia Fr.Kampuche,,,,113,68
17584,,Greece,,8000,3508,11665,5670
17585,,Italy,,,,19070,11787
17586,,Japan,,,,,
17587,,New Zealand,,,,,
17588,,Portugal,,5006,4155,5006,4155
17589,,Ukraine,,,,25592,16151
17590,52054700.0,MUL/CAB C.Y CF.83.33-106-38 DX,KG,4855,2905,54035,32834
17591,,Greece,,4855,2905,4855,2905
17592,,Italy,,,,7400,5977
17593,,Japan,,,,30690,16165
17594,,Russian Federation,,,,,
17595,,Serbia,,,,,
17596,,Singapore,,,,3580,2452
17597,,Turkey,,,,,
17598,,U.S.America,,,,7510,5334
17599,,Ukraine,,,,,
17600,52054800.0,MUL/CAB.C/Y COM.FIB.< 83.33.DX,KG,,,41974,34604
17601,,Australia,,,,275,176
17602,,Bahrain,,,,320,104
17603,,Egypt(U.A.R.),,,,,
17604,,Germany,,,,,
17605,,India,,,,,
17606,,Indonesia,,,,,
17607,,Italy,,,,16528,14974
17608,,Japan,,,,18823,15803
17609,,Lebanon,,,,,
17610,,New Zealand,,,,,
17611,,Singapore,,,,,
17612,,Slovenia,,,,,
17613,,Spain,,,,5513,3120
17614,,Ukraine,,,,,
17615,,United Kingdom,,,,,
17616,,Viet Nam,,,,515,427
17617,52061100.0,S/C YARN UN COM. FIB>714.29 DX,KG,43795,11231,650040,206171
17618,,Bahrain,,,,,
17619,,Bangladesh,,114,26,210790,68681
17620,,Belgium,,,,,
17621,,Canada,,,,5148,1687
17622,,China,,,,13045,4044
17623,,Germany,,,,,
17624,,Hong Kong S.A.Re.Chi,,18144,4051,18144,4051
17625,,India,,,,13000,3979
17626,,Italy,,,,95638,30277
17627,,"Korea, Republic of",,,,135,67
17628,,Malaysia,,,,,
17629,,Mauritius,,,,2336,2175
17630,,Myanmar,,,,19505,4738
17631,,Netherlands,,,,3780,1528
17632,,Peru,,,,10387,3220
17633,,Russian Federation,,,,,
17634,,Spain,,16420,3827,110435,31843
17635,,Sri Lanka,,,,998,237
17636,,Turkey,,,,21954,7456
17637,,U.S.America,,3402,938,103100,35701
17638,,United Arab Emirates,,,,11930,2450
17639,,Viet Nam,,5715,2388,9715,4038
17640,52061200.0,S/C YARN UN.COM. FIB.<71429.DX,KG,272255,71037,3596437,998950
17641,,Argentina,,,,60000,17480
17642,,Bahrain,,275,96,275,96
17643,,Bangladesh,,,,218069,66161
17644,,Belgium,,,,55057,14465
17645,,Brazil,,,,,
17646,,China,,20411,4639,901826,237018
17647,,Colombia,,,,,
17648,,Czech Republic,,,,8974,3627
17649,,Egypt(U.A.R.),,,,737,292
17650,,El Salvador,,,,17690,4178
17651,,France,,,,,
17652,,Germany,,,,5213,1416
17653,,Guatemala,,,,35380,8363
17654,,Hong Kong S.A.Re.Chi,,37196,8185,266001,65373
17655,,India,,,,,
17656,,Italy,,36096,8399,101061,25532
17657,,Japan,,,,,
17658,,"Korea, Republic of",,,,4150,1324
17659,,Malaysia,,,,10342,3537
17660,,Mauritius,,,,44339,16976
17661,,Mexico,,,,42772,15395
17662,,Morocco,,,,1000,746
17663,,Netherlands,,,,571,134
17664,,New Zealand,,,,,
17665,,Peru,,16640,5993,17444,6312
17666,,Philippines,,,,20412,4155
17667,,Poland,,,,18480,4502
17668,,Portugal,,,,68634,23967
17669,,Russian Federation,,40824,11236,409869,109466
17670,,Singapore,,,,,
17671,,South Africa,,,,,
17672,,Sri Lanka,,,,5115,1299
17673,,Turkey,,37669,12227,468708,124257
17674,,U.S.America,,76113,18876,559894,179734
17675,,United Arab Emirates,,7031,1385,95500,23743
17676,,United Kingdom,,,,32107,11676
17677,,Viet Nam,,,,126817,27724
17678,52061300.0,S/C.YARN UN.COM.FIB.<832.56DX.,KG,219,81,226662,78095
17679,,Bahrain,,219,81,27119,10171
17680,,Bangladesh,,,,26649,9333
17681,,Guatemala,,,,17690,5110
17682,,Honduras,,,,17690,5115
17683,,Italy,,,,546,205
17684,,New Zealand,,,,,
17685,,South Africa,,,,4060,1543
17686,,Spain,,,,26710,9749
17687,,Turkey,,,,61030,22887
17688,,U.S.America,,,,16320,5629
17689,,United Arab Emirates,,,,939,269
17690,52061400.0,S/C YARN UN.COM.FIB.<192.31DX,KG,219,97,50654,21533
17691,,Bahrain,,219,97,219,97
17692,,Guatemala,,,,50435,21436
17693,,Portugal,,,,,
17694,52062100.0,S/C YARN COMBED FIBRE 714-29DX,KG,1036973,230809,4517684,1209820
17695,,Australia,,,,499,124
17696,,Bahrain,,,,400,268
17697,,Bangladesh,,105053,27143,465442,130680
17698,,China,,813984,171081,2638047,632679
17699,,India,,,,,
17700,,Italy,,,,,
17701,,"Korea, Republic of",,,,250,66
17702,,Malaysia,,,,,
17703,,Mauritius,,,,1000,355
17704,,Portugal,,,,8845,2399
17705,,South Africa,,7711,3244,26989,9545
17706,,Spain,,,,,
17707,,Turkey,,110225,29341,1376212,433705
17708,52062200.0,S/C YARN COMBED FIB.<714.29DX,KG,90449,24037,1250082,430480
17709,,Australia,,,,2923,1988
17710,,Bahrain,,,,,
17711,,Bangladesh,,,,14326,4625
17712,,Belgium,,,,10370,4149
17713,,Brazil,,,,,
17714,,China,,,,77941,24798
17715,,Croatia,,,,8485,2503
17716,,Egypt(U.A.R.),,,,998,427
17717,,France,,,,10962,4407
17718,,Guatemala,,,,,
17719,,Hong Kong S.A.Re.Chi,,,,29074,8452
17720,,Italy,,,,80296,34471
17721,,"Korea, Republic of",,,,907,450
17722,,Malaysia,,30000,8891,58457,20889
17723,,Mauritius,,,,38992,17972
17724,,Mexico,,,,6000,2365
17725,,Peru,,,,35316,13476
17726,,Portugal,,,,142422,48435
17727,,Russian Federation,,38692,8559,83817,19677
17728,,Spain,,,,40685,12409
17729,,Sri Lanka,,,,39823,11255
17730,,Tunisia,,,,39084,9292
17731,,Turkey,,21757,6587,508506,180953
17732,,U.S.America,,,,142,59
17733,,United Kingdom,,,,19136,6966
17734,,Viet Nam,,,,1420,464
17735,,Bangladesh,,,,66950,34907
17736,,Chile,,,,6320,2748
17737,,Italy,,,,,
17738,,Poland,,,,4446,1505
17739,,Portugal,,,,37638,12817
17740,,Slovenia,,,,,
17741,,Spain,,,,,
17742,,Tunisia,,,,572,254
17743,,Turkey,,,,218376,77763
17744,52062400.0,S/C YARN COMBED FIB< 192.31DX,KG,,,82099,29655
17745,,Australia,,,,,
17746,,Bahrain,,,,,
17747,,Bangladesh,,,,4470,1990
17748,,China,,,,76204,27079
17749,,Croatia,,,,722,309
17750,,Egypt(U.A.R.),,,,,
17751,,"Korea, Republic of",,,,703,278
17752,52062500.0,S/C YARN COMBED FIB<125 DX,KG,,,,
17753,,Bangladesh,,,,,
17754,52063100.0,MUL/CAB C/Y UNF >14.29 DX,KG,,,23065,6872
17755,,Bulgaria,,,,,
17756,,El Salvador,,,,17690,5313
17757,,United Arab Emirates,,,,5375,1559
17758,52063200.0,"MUL/CAB C/Y UCF<D714.29,232.56",KG,38102,12709,608634,224366
17759,,Bangladesh,,,,11865,4568
17760,,China,,,,,
17761,,Colombia,,,,40500,13962
17762,,France,,,,,
17763,,Germany,,,,19595,7974
17764,,Ireland,,,,8584,2366
17765,,Italy,,,,,
17766,,Malaysia,,,,930,339
17767,,Mauritius,,,,,
17768,,Netherlands,,,,,
17769,,O.Asia(Tai.For.Pe.Ki,,,,2722,1017
17770,,Poland,,,,19890,7329
17771,,Portugal,,19051,6444,405256,150078
17772,,Russian Federation,,,,15810,6720
17773,,South Africa,,,,,
17774,,Turkey,,19051,6265,38102,12723
17775,,U.S.America,,,,28020,10789
17776,,United Kingdom,,,,17360,6500
17777,,Viet Nam,,,,,
17778,52063300.0,"MUL/CAB C/Y UCF<232.56,192.31",KG,,,,
17779,,U.S.America,,,,,
17780,52063400.0,"MUL/CAB C/Y UCF <192.31,125DX",KG,,,17690,5318
17781,,Guatemala,,,,17690,5318
17782,,Bangladesh,,1100,473,1869,901
17783,,Bulgaria,,100,33,100,33
17784,,Poland,,,,,
17785,,Portugal,,,,,
17786,,South Africa,,,,,
17787,,Turkey,,,,,
17788,52064200.0,"MUL/CAB C/Y CF<714.29,232.56D",KG,,,198066,83520
17789,,France,,,,,
17790,,Germany,,,,,
17791,,Netherlands,,,,16948,6633
17792,,Portugal,,,,21132,11758
17793,,Singapore,,,,,
17794,,Spain,,,,3091,1247
17795,,Sri Lanka,,,,18831,5963
17796,,Turkey,,,,138064,57918
17797,52064300.0,"MUL/CAB C/Y CF<232.56,192.31DX",KG,100,48,38308,15605
17798,,Italy,,,,37608,15330
17799,,Sri Lanka,,100,48,700,274
17800,,United Kingdom,,,,,
17801,52064400.0,"MUL/CAB C/Y CF<192.31,125DX",KG,,,67165,24524
17802,,Australia,,,,482,344
17803,,Belgium,,,,,
17804,,France,,,,16558,7426
17805,,Italy,,,,34125,11821
17806,,United Kingdom,,,,16000,4934
17807,52064500.0,MUL/CAB C/Y COM FIB<125DX,KG,,,106962,39461
17808,,Bahrain,,,,54650,20082
17809,,Croatia,,,,4000,1328
17810,,Germany,,,,609,217
17811,,Mauritius,,,,,
17812,,Philippines,,,,47703,17833
17813,,U.S.America,,,,,
17814,52071000.0,C/Y CON>85 % WT OF COT PER-SAL,KG,350,94,324730,74720
17815,,Bangladesh,,350,94,130822,31738
17816,,Djibouti,,,,42980,10745
17817,,Iraq,,,,15265,3511
17818,,Jordan,,,,27100,6503
17819,,Kuwait,,,,2590,657
17820,,Lebanon,,,,29660,5066
17821,,Libya,,,,18400,3773
17822,,Oman,,,,3000,523
17823,,Saudi Arabia,,,,33765,7935
17824,,Sri Lanka,,,,7210,1463
17825,,U.S.America,,,,688,172
17826,,United Arab Emirates,,,,13000,2574
17827,,Zimbabwe,,,,250,60
17828,52079000.0,"OTHER,COTTON YARN PUT UP SALE",KG,1625,629,49367,20244
17829,,Afghanistan,,,,542,188
17830,,Bangladesh,,,,556,181
17831,,Canada,,,,216,42
17832,,China,,,,,
17833,,Czech Republic,,,,125,32
17834,,Guatemala,,,,,
17835,,Indonesia,,,,34800,15312
17836,,Italy,,900,360,900,360
17837,,Japan,,,,,
17838,,Mauritius,,,,,
17839,,Portugal,,725,269,725,269
17840,,Saudi Arabia,,,,,
17841,,South Africa,,,,,
17842,,Turkey,,,,10900,3651
17843,,U.S.America,,,,200,88
17844,,United Kingdom,,,,400,122
17845,,Viet Nam,,,,,
17846,52081100.0,WOV FAB COT WT<100G/SQM UNBLEA,SQM,36250,6679,2222685,242618
17847,,Australia,,,,24980,2498
17848,,Bangladesh,,,,98589,8500
17849,,Belgium,,,,73471,8006
17850,,Cambodia Fr.Kampuche,,,,,
17851,,Canada,,,,9690,946
17852,,Chile,,,,5000,416
17853,,China,,,,225700,22207
17854,,"Co,te d,Ivoire(Fr.Iv",,,,54640,5464
17855,,Colombia,,,,3625,380
17856,,Egypt(U.A.R.),,,,289054,30591
17857,,France,,,,,
17858,,Germany,,,,202739,24154
17859,,Hong Kong S.A.Re.Chi,,,,12000,2287
17860,,Hungary,,,,6000,600
17861,,India,,,,14500,1522
17862,,Indonesia,,,,53850,4577
17863,,Italy,,21000,4191,344403,40685
17864,,Japan,,,,,
17865,,Jordan,,,,,
17866,,Kenya,,,,31700,3257
17867,,Kuwait,,,,14000,1150
17868,,Latvia,,,,,
17869,,Madagascar,,,,,
17870,,Malaysia,,,,16000,1671
17871,,Mauritius,,,,,
17872,,Netherlands,,,,82307,12606
17873,,Portugal,,15000,2440,185390,19555
17874,,Qatar,,250,48,13580,1790
17875,,South Africa,,,,,
17876,,Spain,,,,35000,2878
17877,,Sri Lanka,,,,439,224
17878,,Tunisia,,,,736,246
17879,,Turkey,,,,,
17880,,U.S.America,,,,372950,38513
17881,,United Arab Emirates,,,,155,14
17882,,United Kingdom,,,,22806,3955
17883,52081200.0,WOV FAB COT WT>100G/SQM UNBLEA,SQM,18210218,1437858,210327853,20145513
17884,,Australia,,,,78555,7193
17885,,Bahrain,,,,2452,230
17886,,Bangladesh,,120000,8715,1465368,148265
17887,,Belgium,,1304000,105456,12206095,1285977
17888,,Brazil,,90000,7229,161065,13624
17889,,Bulgaria,,,,325,78
17890,,Cambodia Fr.Kampuche,,,,347842,33489
17891,,Cameroon,,,,3150,396
17892,,Canada,,,,130426,11853
17893,,Chile,,20000,1584,532070,46291
17894,,China,,2928000,247200,42557649,3825805
17895,,Colombia,,70000,5891,303822,27269
17896,,Cook Islands,,,,,
17897,,Costa Rica,,88000,7384,290875,29898
17898,,Croatia,,,,4593,546
17899,,Cyprus,,,,9988,1281
17900,,Czech Republic,,,,47400,4742
17901,,Denmark,,,,68626,9599
17902,,Egypt(U.A.R.),,80,7,1813020,183609
17903,,El Salvador,,34000,2815,121400,12185
17904,,Estonia,,,,41530,3990
17905,,Fiji,,,,30000,859
17906,,Finland,,,,23560,3010
17907,,France,,,,98917,9972
17908,,French Polynesia,,,,,
17909,,Germany,,926060,77632,12005452,1211043
17910,,Greece,,,,77288,9163
17911,,Hong Kong S.A.Re.Chi,,210,20,262588,24054
17912,,Hungary,,,,29502,3062
17913,,India,,168,16,119659,12256
17914,,Indonesia,,,,987664,108847
17915,,Ireland,,,,10400,1056
17916,,Italy,,3022170,236858,24198396,2507239
17917,,Japan,,581000,43491,8624979,823754
17918,,Jordan,,,,33835,3716
17919,,Kenya,,45000,3392,127400,15085
17920,,"Korea, Republic of",,3144532,215515,36987041,2999232
17921,,Kuwait,,,,,
17922,,Latvia,,155020,12259,1133837,104063
